strain	date	country	state	division	location	host	host_categories	clade_membership	strains	lineages	accessions	organization	DataSource	authors	journal	title	url	latitude	longitude	parent_id	parsimony	usher_annotation	autolin_proposal	lineage_name	Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	Level_7	Level_8
HM538582	2004-XX-XX	USA	IL	IL/IL	USA	Corvus brachyrhynchos	Birds-Perching Birds	?	?	I.a.4-NY99	HM538582.1	Broad Institute of MIT and Harvard	NCBI_Global	Henn et al	"Submitted (08-JUN-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/HM538582	40.0796319	-89.4339808	node_3216	8	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.4.1	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.4	I.a.4-NY99.WN02.4.1	I.a.4-NY99.WN02.4.1	I.a.4-NY99.WN02.4.1	I.a.4-NY99.WN02.4.1	I.a.4-NY99.WN02.4.1
W004	2009-05-13	USA	CA	CA/CA	USA	Unknown	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	W004	NS_WN4K	NS_NA_WN4K	WestNile4K	Unpublished	WestNile 4K Project	https://westnile4k.org/	36.778259	-119.417931	node_3484	1	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.2.3.1	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.2	I.a.4-NY99.WN02.2.3	I.a.4-NY99.WN02.2.3.1	I.a.4-NY99.WN02.2.3.1	I.a.4-NY99.WN02.2.3.1	I.a.4-NY99.WN02.2.3.1
OQ721331	2016-06-15	USA	CA	CA/CA	USA	Aphelocoma californica	Birds-Perching Birds	?	?	I.a.4-NY99	OQ721331.1	The Scripps Research Institute Department of Immunology and Microbiology	NCBI_Global	Grubaugh et al	Unpublished	West Nile virus genomic data from North America	https://www.ncbi.nlm.nih.gov/nuccore/OQ721331	36.778259	-119.417931	node_4022	0	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.2.2.2	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.2	I.a.4-NY99.WN02.2.2	I.a.4-NY99.WN02.2.2.2	I.a.4-NY99.WN02.2.2.2	I.a.4-NY99.WN02.2.2.2	I.a.4-NY99.WN02.2.2.2
ON032489	2020-09-01	ITA	Piedmont	Piedmont/Piedmont	Global	Accipiter gentilis	Birds-Hawks and Eagles	?	?	II	ON032489.1	Istituto Zooprofilattico Sperimentale Abruzzo e Molise Virology Unit	NCBI_Global	Mencattelli et al	"Submitted (17-MAR-2022) Virology Unit, Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Campo Boario, Teramo, IT 64100, Italy"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/ON032489	41.87194	12.56738	node_338	5	II	New	II.1.1.2.2	I.a	I.a.4-NY99	II	II.1	II.1.1	II.1.1.2	II.1.1.2.2	II.1.1.2.2
OQ721113	2011-08-29	USA	CA	CA/CA	USA	Corvus brachyrhynchos	Birds-Perching Birds	?	?	I.a.4-NY99	OQ721113.1	The Scripps Research Institute Department of Immunology and Microbiology	NCBI_Global	Grubaugh et al	Unpublished	West Nile virus genomic data from North America	https://www.ncbi.nlm.nih.gov/nuccore/OQ721113	36.778259	-119.417931	node_4112	0	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.2.2	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.2	I.a.4-NY99.WN02.2.2	I.a.4-NY99.WN02.2.2	I.a.4-NY99.WN02.2.2	I.a.4-NY99.WN02.2.2	I.a.4-NY99.WN02.2.2
JN183894	?	Unknown	Unknown	Unknown	Global	Gallus gallus	Birds-Landfowls	Ia	?	I.a.4-NY99	JN183894.1	Broad Institute of MIT and Harvard	NCBI_Global	Henn et al	"Submitted (23-JUN-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/JN183894	Unknown	Unknown	node_824	0	I.a.4-NY99	New	I.a.4-NY99.1.1	I.a.4-NY99	I.a.4-NY99.1	I.a.4-NY99.1.1	I.a.4-NY99.1.1	I.a.4-NY99.1.1	I.a.4-NY99.1.1	I.a.4-NY99.1.1	I.a.4-NY99.1.1
OX442277	2020-09-02	DEU	Unknown	DEU	Global	Bubo scandiacus	Birds-Owls	?	?	II	OX442277.1	Friedrich-Loeffler-Institute Federal Research Institute for Animal Health Institute of Diagnostic Virology Suedufer 10 Greifswald - Insel Riems Mecklenburg - Western Pomerania 17493	NCBI_Global	et al	"Submitted (01-MAR-2023) Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493, Germany"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/OX442277	51.165691	10.451526	node_206	0	II	New	II.1.1.1.3	I.a	I.a.4-NY99	II	II.1	II.1.1	II.1.1.1	II.1.1.1.3	II.1.1.1.3
OR757505	2023-XX-XX	RUS	Volgograd	Volgograd/Volgograd	Global	Hyalomma scupense	Ticks	?	?	?	OR757505.1	Volgograd Plague Control Research Institute Laboratory of Bioinformatics	NCBI_Global	Antonov et al	"Submitted (31-OCT-2023) Laboratory of Bioinformatics, Volgograd Plague Control Research Institute, Golubinskaya 7, Volgograd, Volgogradskaya Oblast' 400131, Russian Federation"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/OR757505	61.52401	105.318756	node_561	0	II	New	II.2.1.2	I.a	I.a.4-NY99	II	II.2	II.2.1	II.2.1.2	II.2.1.2	II.2.1.2
W1829	2016-08-22	USA	CO	CO/Larimer	USA	Unknown	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	W1829_2016-08-22_USA_CO_Larimer_40.404_-105.072	NS_WN4K	WN4K	WestNile4K	Unpublished	WestNile 4K Project	https://westnile4k.org/	40.6955572	-105.5943388	node_1682	22	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.1	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.1	I.a.4-NY99.WN02.1	I.a.4-NY99.WN02.1	I.a.4-NY99.WN02.1	I.a.4-NY99.WN02.1	I.a.4-NY99.WN02.1
DQ164195	2002-XX-XX	USA	NY	NY/Nassau	USA	Culex	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	DQ164195	University of Texas Medical Branch Pathology	NS_NA_NCBI	Davis et al	"Virology 342 (2), 252-265 (2005)"	"Phylogenetic analysis of North American West Nile virus isolates, 2001-2004: evidence for the emergence of a dominant genotype"	https://www.ncbi.nlm.nih.gov/pubmed/16137736	40.6546	-73.5594	node_1310	4	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.5	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.5	I.a.4-NY99.WN02.5	I.a.4-NY99.WN02.5	I.a.4-NY99.WN02.5	I.a.4-NY99.WN02.5	I.a.4-NY99.WN02.5
DQ374651	?	RUS	Unknown	RUS	Global	Pica pica	Birds-Perching Birds	Ia	?	I.a.3	DQ374651.1	Ivanovsky Virology Institute RAMS Molecular Genetic Laboratory	NCBI_Global	Lyapina et al	"Submitted (24-JAN-2006) Molecular Genetic Laboratory, Ivanovsky Virology Institute RAMS, Gamalei 16, Moscow 123098, Russia"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/DQ374651	61.52401	105.318756	node_32	2	I.a.3		I.a.4-NY99	I.a	I.a.3	I.a.3.1	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99
OQ721858	2020-09-02	USA	IA	IA/IA	USA	Culex tarsalis	Mosquitoes-Culex	?	?	I.a.4-NY99	OQ721858.1	The Scripps Research Institute Department of Immunology and Microbiology	NCBI_Global	Grubaugh et al	Unpublished	West Nile virus genomic data from North America	https://www.ncbi.nlm.nih.gov/nuccore/OQ721858	42.032974	-93.581543	node_1803	38	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.1.3	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.1	I.a.4-NY99.WN02.1.3	I.a.4-NY99.WN02.1.3	I.a.4-NY99.WN02.1.3	I.a.4-NY99.WN02.1.3	I.a.4-NY99.WN02.1.3
KT934800	2009-06-01	AUS	Pilbara Region	Pilbara Region/Western Australia	Global	Culex annulirostris	Mosquitoes-Culex	Ib	kunjin	I.b.kunjin	Unknown	QIMR Berghofer Medical Research Institute Inflammation Biology Group	Koch-WNV-Global	Prow et al	Unpublished	Genetic and phenotypic markers of virulence and evolution in West Nile virus strains circulating in Australia over the last 50 years	https://www.ncbi.nlm.nih.gov/nuccore/KT934800	-25.274398	133.775136	node_78	14	I.b.kunjin	New	I.b.kunjin.1.1.1	I.a	I.a.4-NY99	I.b.kunjin	I.b.kunjin.1	I.b.kunjin.1.1	I.b.kunjin.1.1.1	I.b.kunjin.1.1.1	I.b.kunjin.1.1.1
MT968008	2017-XX-XX	USA	USA	USA/USA	Unknown	Culicidae	Mosquitoes	?	?	I.a.4-NY99	MT968008.1	Wadsworth Center Division of Infectious Diseases	NCBI_Global	Caldwell et al	"Genes (Basel) 11 (11), E1299 (2020)"	Divergent Mutational Landscapes of Consensus and Minority Genotypes of West Nile Virus Demonstrate Host and Gene-Specific Evolutionary Pressures	https://www.ncbi.nlm.nih.gov/pubmed/33143358	37.0902	-95.7129	node_1809	26	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.1.3	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.1	I.a.4-NY99.WN02.1.3	I.a.4-NY99.WN02.1.3	I.a.4-NY99.WN02.1.3	I.a.4-NY99.WN02.1.3	I.a.4-NY99.WN02.1.3
JF920742	2007-XX-XX	USA	CT	CT/CT	USA	Culex pipiens	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	JF920742|2007|USA|	Broad Institute of MIT and Harvard	NS_NA_NCBI	Henn et al	"Submitted (06-MAY-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/JF920742	41.599998	-72.699997	node_1022	4	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.18.1	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.18	I.a.4-NY99.WN02.18.1	I.a.4-NY99.WN02.18.1	I.a.4-NY99.WN02.18.1	I.a.4-NY99.WN02.18.1	I.a.4-NY99.WN02.18.1
WNV0000085	2007-09-06	USA	NYC	NYC/Glen Oaks	USA	Culex restuans	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	WNV0000085-NYC-VH00422-231206	NYC_PHL	NYC_PHL	NYC-PHL	Unpublished	NYC PHL West Nile Virus Sequencing Project	https://www.nyc.gov/site/doh/index.page	40.74806809	-73.71090545	node_1019	3	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.18.1	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.18	I.a.4-NY99.WN02.18.1	I.a.4-NY99.WN02.18.1	I.a.4-NY99.WN02.18.1	I.a.4-NY99.WN02.18.1	I.a.4-NY99.WN02.18.1
KX547355	2005-09-13	USA	NY	NY/Albany	USA	Cyanocitta cristata	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	KX547355	J. Craig Venter Institute	NS_NA_NCBI	Shabman et al	"Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547355	42.65258	-73.756233	node_4359	3	I.a.4-NY99.WN02		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
OQ721578	2017-08-01	USA	CA	CA/CA	USA	Culex tarsalis	Mosquitoes-Culex	?	?	I.a.4-NY99	OQ721578.1	The Scripps Research Institute Department of Immunology and Microbiology	NCBI_Global	Grubaugh et al	Unpublished	West Nile virus genomic data from North America	https://www.ncbi.nlm.nih.gov/nuccore/OQ721578	36.778259	-119.417931	node_3759	0	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.2.1.1.1.1.1	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.2	I.a.4-NY99.WN02.2.1	I.a.4-NY99.WN02.2.1.1	I.a.4-NY99.WN02.2.1.1.1	I.a.4-NY99.WN02.2.1.1.1.1	I.a.4-NY99.WN02.2.1.1.1.1.1
OQ721847	2007-07-06	USA	CA	CA/CA	USA	Culex tarsalis	Mosquitoes-Culex	?	?	I.a.4-NY99	OQ721847.1	The Scripps Research Institute Department of Immunology and Microbiology	NCBI_Global	Grubaugh et al	Unpublished	West Nile virus genomic data from North America	https://www.ncbi.nlm.nih.gov/nuccore/OQ721847	36.778259	-119.417931	node_4182	0	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.2.7.2	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.2	I.a.4-NY99.WN02.2.7	I.a.4-NY99.WN02.2.7.2	I.a.4-NY99.WN02.2.7.2	I.a.4-NY99.WN02.2.7.2	I.a.4-NY99.WN02.2.7.2
W1379	2017-07-04	USA	LA	LA/Allen	USA	Unknown	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	W1379_2017-07-04_USA_LA_Allen_x_x	NS_WN4K	WN4K	WestNile4K	Unpublished	WestNile 4K Project	https://westnile4k.org/	30.4522	-91.206	node_1952	5	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.1.4	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.1	I.a.4-NY99.WN02.1.4	I.a.4-NY99.WN02.1.4	I.a.4-NY99.WN02.1.4	I.a.4-NY99.WN02.1.4	I.a.4-NY99.WN02.1.4
W1412	2002-08-07	USA	MN	MN/Hennepin	USA	Unknown	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	W1412_2002-08-07_USA_MN_Hennepin_x_x	NS_WN4K	WN4K	WestNile4K	Unpublished	WestNile 4K Project	https://westnile4k.org/	45.0208911	-93.5094574	node_3303	9	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.4.1	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.4	I.a.4-NY99.WN02.4.1	I.a.4-NY99.WN02.4.1	I.a.4-NY99.WN02.4.1	I.a.4-NY99.WN02.4.1	I.a.4-NY99.WN02.4.1
W0956	2017-08-04	USA	NH	NH/Cheshire	USA	Unknown	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	W0956_2017-08-04_USA_NH_Cheshire_nan_nan	NS_WN4K	WN4K	WestNile4K	Unpublished	WestNile 4K Project	https://westnile4k.org/	42.9259375	-72.236379	node_2143	19	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.1.4.3	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.1	I.a.4-NY99.WN02.1.4	I.a.4-NY99.WN02.1.4.3	I.a.4-NY99.WN02.1.4.3	I.a.4-NY99.WN02.1.4.3	I.a.4-NY99.WN02.1.4.3
W212	2014-06-20	USA	CA	CA/CA	USA	Unknown	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	W212	NS_WN4K	NS_NA_WN4K	WestNile4K	Unpublished	WestNile 4K Project	https://westnile4k.org/	36.778259	-119.417931	node_4054	5	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.2.2.1.1	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.2	I.a.4-NY99.WN02.2.2	I.a.4-NY99.WN02.2.2.1	I.a.4-NY99.WN02.2.2.1.1	I.a.4-NY99.WN02.2.2.1.1	I.a.4-NY99.WN02.2.2.1.1
KX547496	2007-07-25	USA	NY	NY/Niagara	USA	Corvus brachyrhynchos	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	KX547496	J. Craig Venter Institute	NS_NA_NCBI	Shabman et al	"Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547496	43.3119	-78.7476	node_4312	2	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.8	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.8	I.a.4-NY99.WN02.8	I.a.4-NY99.WN02.8	I.a.4-NY99.WN02.8	I.a.4-NY99.WN02.8	I.a.4-NY99.WN02.8
W538	2014-07-14	USA	CA	CA/CA	USA	Unknown	Birds-Perching Birds	Ia	SW03	I.a.4-NY99.WN02.SW03	W538	NS_WN4K	NS_NA_WN4K	WestNile4K	Unpublished	WestNile 4K Project	https://westnile4k.org/	36.778259	-119.417931	node_2423	0	I.a.4-NY99.SW03		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.SW03	I.a.4-NY99.SW03.1	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
OP609800	2022-07-04	ITA	Unknown	ITA	Global	Passer domesticus	Birds-Perching Birds	?	?	I.a	OP609800.1	Istituto Zooprofilattico Sperimentale delle Venezie Division of Comparative Biomedical Science	NCBI_Global	Barzon et al	J Travel Med (2022) In press	"Rapid spread of a new West Nile virus lineage 1 associated with increased risk of neuroinvasive disease during a large outbreak in northern Italy, 2022: One Health analysis"	https://www.ncbi.nlm.nih.gov/pubmed/36331269	41.87194	12.56738	node_742	3	I.a.2		I.a.4-NY99	I.a	I.a.2	I.a.2.1	I.a.2.1.1	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99
WNV0000092	2010-07-13	USA	NYC	NYC/Spencer Estates	USA	Culex pipiens	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	WNV0000092-NYC-VH00422-231206	NYC_PHL	NYC_PHL	NYC-PHL	Unpublished	NYC PHL West Nile Virus Sequencing Project	https://www.nyc.gov/site/doh/index.page	40.82392998	-73.82288319	node_2170	3	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.11	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.11	I.a.4-NY99.WN02.11	I.a.4-NY99.WN02.11	I.a.4-NY99.WN02.11	I.a.4-NY99.WN02.11	I.a.4-NY99.WN02.11
GQ379156	2001-07-XX	USA	USA	USA/USA	Unknown	Corvus	Birds-Perching Birds	Ia	?	I.a.4-NY99	GQ379156.1	CDC DRS ADB	NCBI_Global	Fabbri et al	Unpublished	Complete genome sequences and phylogenetic analysis of two West Nile virus strains isolated from equines in Argentina in 2006	https://www.ncbi.nlm.nih.gov/nuccore/GQ379156	37.0902	-95.7129	node_951	4	I.a.4-NY99		I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99	I.a.4-NY99
KR348930	2009-01-09	USA	CA	CA/Riverside	USA	Culex tarsalis	Mosquitoes-Culex	Ia	SW03	I.a.4-NY99.WN02.SW03	KR348930	Centers for Disease Control and Prevention Division of Vector-Borne Infectious Diseases	NS_NA_NCBI	Duggal et al	"Virology 485, 79-85 (2015)"	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076	33.9806005	-117.3754942	node_2681	0	I.a.4-NY99.SW03		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.SW03	I.a.4-NY99.SW03.1	I.a.4-NY99.SW03.1.3	I.a.4-NY99.SW03.1.3.2	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
KX547516	2007-08-22	USA	NY	NY/Tompkins	USA	Corvus brachyrhynchos	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	KX547516	J. Craig Venter Institute	NS_NA_NCBI	Shabman et al	"Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547516	42.4576	-76.5488	node_4438	0	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.16	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.16	I.a.4-NY99.WN02.16	I.a.4-NY99.WN02.16	I.a.4-NY99.WN02.16	I.a.4-NY99.WN02.16	I.a.4-NY99.WN02.16
W0860	2018-07-17	USA	OH	OH/Summit	USA	Unknown	Mosquitoes-Unknown	Ia	WN02	I.a.4-NY99.WN02	W0860_2018-07-17_USA_OH_Summit_41.146_-81.478	NS_WN4K	WN4K	WestNile4K	Unpublished	WestNile 4K Project	https://westnile4k.org/	41.0918991	-81.5596427	node_1814	17	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.1.3	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.1	I.a.4-NY99.WN02.1.3	I.a.4-NY99.WN02.1.3	I.a.4-NY99.WN02.1.3	I.a.4-NY99.WN02.1.3	I.a.4-NY99.WN02.1.3
W280	2006-08-15	USA	CA	CA/CA	USA	Unknown	Birds-Other	Ia	SW03	I.a.4-NY99.WN02.SW03	W280_2006-08-15_bird_USA_CA_kern_-119.069_35.42	NS_WN4K	WN4K	WestNile4K	Unpublished	WestNile 4K Project	https://westnile4k.org/	36.778259	-119.417931	node_2710	7	I.a.4-NY99.SW03		I.a.4-NY99.WN02	I.a.4-NY99	I.a.4-NY99.SW03	I.a.4-NY99.SW03.1	I.a.4-NY99.SW03.1.5	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02	I.a.4-NY99.WN02
KJ934710	2013-08-27	ROU	Enisala	Enisala/Enisala	Global	Hyalomma marginatum marginatum	Ticks	?	?	II	KJ934710.1	University of Veterinary Medicine Vienna Viral Zoonoses Emerging and Vector-Borne Infections Group Institute of Virology	NCBI_Global	Kolodziejek et al	"PLoS ONE 9 (10), E109905 (2014)"	The Complete Sequence of a West Nile Virus Lineage 2 Strain Detected in a Hyalomma marginatum marginatum Tick Collected from a Song Thrush (Turdus philomelos) in Eastern Romania in 2013 Revealed Closest Genetic Relationship to Strain Volgograd 2007	https://www.ncbi.nlm.nih.gov/pubmed/25279973	45.943161	24.96676	node_588	3	II	New	II.2	I.a	I.a.4-NY99	II	II.2	II.2	II.2	II.2	II.2
HM488214	2003-XX-XX	USA	CT	CT/Fairfield	USA	Culex pipiens	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	HM488214	Broad Institute of MIT and Harvard	NS_NA_NCBI	Armstrong et al	"Virology 417 (1), 203-210 (2011)"	"Molecular evolution of West Nile virus in a northern temperate region: Connecticut, USA 1999-2008"	https://www.ncbi.nlm.nih.gov/pubmed/21723580	41.1408363	-73.2612615	node_1107	4	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.30	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.30	I.a.4-NY99.WN02.30	I.a.4-NY99.WN02.30	I.a.4-NY99.WN02.30	I.a.4-NY99.WN02.30	I.a.4-NY99.WN02.30
KX547389	2012-09-07	USA	NY	NY/Suffolk	USA	Culiseta	Mosquitoes-Culiseta	Ia	WN02	I.a.4-NY99.WN02	KX547389	J. Craig Venter Institute	NS_NA_NCBI	Shabman et al	"Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547389	40.9849	-72.6151	node_3110	13	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.4.5	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.4	I.a.4-NY99.WN02.4.5	I.a.4-NY99.WN02.4.5	I.a.4-NY99.WN02.4.5	I.a.4-NY99.WN02.4.5	I.a.4-NY99.WN02.4.5
HM488242	2008-XX-XX	USA	NY	NY/NY	USA	Poecile atricapillus	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	HM488242|2008|USA|	Broad Institute of MIT and Harvard	NS_NA_NCBI	Henn et al	"Submitted (04-JUN-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/HM488242	40.7127	-74.0059	node_3099	1	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.4.2.1	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.4	I.a.4-NY99.WN02.4.2	I.a.4-NY99.WN02.4.2.1	I.a.4-NY99.WN02.4.2.1	I.a.4-NY99.WN02.4.2.1	I.a.4-NY99.WN02.4.2.1
KJ501272	2003-XX-XX	USA	NC	NC/NC	USA	Cyanocitta cristata	Birds-Perching Birds	Ia	WN02	I.a.4-NY99.WN02	KJ501272|2003|USA|	Broad Institute of MIT & Harvard	NS_NA_NCBI	Newman et al	"Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA"	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501272	35.58	-80.1	node_4473	4	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.23.1	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.23	I.a.4-NY99.WN02.23.1	I.a.4-NY99.WN02.23.1	I.a.4-NY99.WN02.23.1	I.a.4-NY99.WN02.23.1	I.a.4-NY99.WN02.23.1
MT967988	2013-XX-XX	USA	USA	USA/USA	Unknown	Culicidae	Mosquitoes	?	?	I.a.4-NY99	MT967988.1	Wadsworth Center Division of Infectious Diseases	NCBI_Global	Caldwell et al	"Genes (Basel) 11 (11), E1299 (2020)"	Divergent Mutational Landscapes of Consensus and Minority Genotypes of West Nile Virus Demonstrate Host and Gene-Specific Evolutionary Pressures	https://www.ncbi.nlm.nih.gov/pubmed/33143358	37.0902	-95.7129	node_2104	0	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.1.4.4	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.1	I.a.4-NY99.WN02.1.4	I.a.4-NY99.WN02.1.4.4	I.a.4-NY99.WN02.1.4.4	I.a.4-NY99.WN02.1.4.4	I.a.4-NY99.WN02.1.4.4
W634	2004-10-08	USA	CA	CA/CA	USA	Unknown	Mosquitoes-Culex	Ia	WN02	I.a.4-NY99.WN02	W634	NS_WN4K	NS_NA_WN4K	WestNile4K	Unpublished	WestNile 4K Project	https://westnile4k.org/	36.778259	-119.417931	node_3627	0	I.a.4-NY99.WN02	New	I.a.4-NY99.WN02.2.10	I.a.4-NY99	I.a.4-NY99.WN02	I.a.4-NY99.WN02.2	I.a.4-NY99.WN02.2.10	I.a.4-NY99.WN02.2.10	I.a.4-NY99.WN02.2.10	I.a.4-NY99.WN02.2.10	I.a.4-NY99.WN02.2.10
