KJ501209,2012,USA,USA,USA,Unknown,Culex tarsalis,Mosquitoes-Culex,?,?,KJ501209.1,Broad Institute of MIT & Harvard,NCBI_Global,Newman et al,37.0902,-95.7129
KJ501223,2012,USA,USA,USA,Unknown,Culex tarsalis,Mosquitoes-Culex,?,?,KJ501223.1,Broad Institute of MIT & Harvard,NCBI_Global,Newman et al,37.0902,-95.7129
KJ501221,2012,USA,USA,USA,Unknown,Culex pipiens,Mosquitoes-Culex,?,?,KJ501221.1,Broad Institute of MIT & Harvard,NCBI_Global,Newman et al,37.0902,-95.7129
KJ501231,2012,USA,USA,USA,Unknown,Culex pipiens,Mosquitoes-Culex,?,?,KJ501231.1,Broad Institute of MIT & Harvard,NCBI_Global,Newman et al,37.0902,-95.7129
KJ501227,2012,USA,USA,USA,Unknown,Culex tarsalis,Mosquitoes-Culex,?,?,KJ501227.1,Broad Institute of MIT & Harvard,NCBI_Global,Newman et al,37.0902,-95.7129
KJ501232,2012,USA,USA,USA,Unknown,Culex tarsalis,Mosquitoes-Culex,?,?,KJ501232.1,Broad Institute of MIT & Harvard,NCBI_Global,Newman et al,37.0902,-95.7129
KJ501252,2008,USA,USA,USA,Unknown,Passer domesticus,Birds-Perching Birds,?,?,KJ501252.1,Broad Institute of MIT & Harvard,NCBI_Global,Newman et al,37.0902,-95.7129
KJ501261,2002,USA,USA,USA,Unknown,Cyanocitta cristata,Birds-Perching Birds,?,?,KJ501261.1,Broad Institute of MIT & Harvard,NCBI_Global,Newman et al,37.0902,-95.7129
KJ501316,2003,USA,USA,USA,Unknown,Cyanocitta cristata,Birds-Perching Birds,?,?,KJ501316.1,Broad Institute of MIT & Harvard,NCBI_Global,Newman et al,37.0902,-95.7129
KJ501325,2002,USA,USA,USA,Unknown,Unknown,Unknown,?,?,KJ501325.1,Broad Institute of MIT & Harvard,NCBI_Global,Newman et al,37.0902,-95.7129
KJ501334,2003,USA,USA,USA,Unknown,Corvus brachyrhynchos,Birds-Perching Birds,?,?,KJ501334.1,Broad Institute of MIT & Harvard,NCBI_Global,Newman et al,37.0902,-95.7129
KJ501367,2003,USA,USA,USA,Unknown,Corvus brachyrhynchos,Birds-Perching Birds,?,?,KJ501367.1,Broad Institute of MIT & Harvard,NCBI_Global,Newman et al,37.0902,-95.7129
KJ501433,2012,USA,USA,USA,Unknown,Corvus brachyrhynchos,Birds-Perching Birds,?,?,KJ501433.1,Broad Institute of MIT & Harvard,NCBI_Global,Newman et al,37.0902,-95.7129
KJ501436,2012,USA,USA,USA,Unknown,Corvus brachyrhynchos,Birds-Perching Birds,?,?,KJ501436.1,Broad Institute of MIT & Harvard,NCBI_Global,Newman et al,37.0902,-95.7129
KJ501444,2002,USA,USA,USA,Unknown,Cyanocitta cristata,Birds-Perching Birds,?,?,KJ501444.1,Broad Institute of MIT & Harvard,NCBI_Global,Newman et al,37.0902,-95.7129
KJ501513,2002,USA,USA,USA,Unknown,Cyanocitta cristata,Birds-Perching Birds,?,?,KJ501513.1,Broad Institute of MIT & Harvard,NCBI_Global,Newman et al,37.0902,-95.7129
KJ501528,2002,USA,USA,USA,Unknown,Cyanocitta cristata,Birds-Perching Birds,?,?,KJ501528.1,Broad Institute of MIT & Harvard,NCBI_Global,Newman et al,37.0902,-95.7129
KM083619,1999,USA,USA,USA,Unknown,Phoenicopterus roseus,Birds-Wading Birds,?,?,KM083619.1,CBER/FDA,NCBI_Global,Grinev et al,37.0902,-95.7129
MT968001,2013,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968001.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT967990,2015,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT967990.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT967989,2013,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT967989.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT967988,2013,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT967988.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT967996,2017,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT967996.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT967995,2018,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT967995.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT967994,2015,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT967994.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT967993,2017,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT967993.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT967992,2014,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT967992.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT967991,2015,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT967991.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968003,2013,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968003.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968002,2018,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968002.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968000,2015,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968000.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT967999,2017,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT967999.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT967998,2014,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT967998.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT967997,2014,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT967997.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968009,2018,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968009.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968008,2017,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968008.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968007,2018,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968007.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968006,2017,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968006.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968005,2016,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968005.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968004,2014,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968004.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968015,2018,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968015.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968014,2018,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968014.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968013,2015,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968013.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968012,2016,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968012.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968011,2018,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968011.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968010,2018,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968010.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968021,2013,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968021.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968020,2013,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968020.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968019,2018,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968019.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968018,2013,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968018.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968017,2016,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968017.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968016,2018,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968016.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968027,2016,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968027.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968026,2018,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968026.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968025,2017,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968025.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968024,2017,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968024.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968023,2016,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968023.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968022,2018,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968022.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968032,2017,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968032.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968031,2016,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968031.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968030,2018,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968030.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968029,2018,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968029.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MT968028,2018,USA,USA,USA,Unknown,Culicidae,Mosquitoes,?,?,MT968028.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Caldwell et al,37.0902,-95.7129
MZ595325,?,USA,USA,USA,Unknown,Unknown,Unknown,?,?,MZ595325.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Fay et al,37.0902,-95.7129
MZ595324,?,USA,USA,USA,Unknown,Unknown,Unknown,?,?,MZ595324.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Fay et al,37.0902,-95.7129
MZ595331,?,USA,USA,USA,Unknown,Unknown,Unknown,?,?,MZ595331.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Fay et al,37.0902,-95.7129
MZ595330,?,USA,USA,USA,Unknown,Unknown,Unknown,?,?,MZ595330.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Fay et al,37.0902,-95.7129
MZ595329,?,USA,USA,USA,Unknown,Unknown,Unknown,?,?,MZ595329.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Fay et al,37.0902,-95.7129
MZ595328,?,USA,USA,USA,Unknown,Unknown,Unknown,?,?,MZ595328.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Fay et al,37.0902,-95.7129
MZ595327,?,USA,USA,USA,Unknown,Unknown,Unknown,?,?,MZ595327.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Fay et al,37.0902,-95.7129
MZ595326,?,USA,USA,USA,Unknown,Unknown,Unknown,?,?,MZ595326.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Fay et al,37.0902,-95.7129
MZ595337,?,USA,USA,USA,Unknown,Unknown,Unknown,?,?,MZ595337.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Fay et al,37.0902,-95.7129
MZ595336,?,USA,USA,USA,Unknown,Unknown,Unknown,?,?,MZ595336.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Fay et al,37.0902,-95.7129
MZ595335,?,USA,USA,USA,Unknown,Unknown,Unknown,?,?,MZ595335.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Fay et al,37.0902,-95.7129
MZ595334,?,USA,USA,USA,Unknown,Unknown,Unknown,?,?,MZ595334.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Fay et al,37.0902,-95.7129
MZ595333,?,USA,USA,USA,Unknown,Unknown,Unknown,?,?,MZ595333.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Fay et al,37.0902,-95.7129
MZ595332,?,USA,USA,USA,Unknown,Unknown,Unknown,?,?,MZ595332.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Fay et al,37.0902,-95.7129
MZ605381,1999,USA,USA,USA,Unknown,Phoenicopterus roseus,Birds-Wading Birds,?,?,MZ605381.2,Paul-Ehrlich-Institut Virology,NCBI_Global,Roth et al,37.0902,-95.7129
MZ595339,?,USA,USA,USA,Unknown,Unknown,Unknown,?,?,MZ595339.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Fay et al,37.0902,-95.7129
MZ595338,?,USA,USA,USA,Unknown,Unknown,Unknown,?,?,MZ595338.1,Wadsworth Center Division of Infectious Diseases,NCBI_Global,Fay et al,37.0902,-95.7129
NC_009942.1,?,USA,USA,USA,Unknown,Unknown,Unknown,1a,NY99,NC_009942.1,National ,NCBI_Global,Faggioni et al,Unknown,Unknown
GQ379161,2006-02,ARG,Unknown,ARG,Global,Equus caballus,Mammals-Horse,?,?,GQ379161.1,CDC DRS ADB,NCBI_Global,Fabbri et al,-38.4161,-63.6167
GQ851603,1991,AUS,Unknown,AUS,Global,Culex annulirostris,Mosquitoes-Culex,?,?,GQ851603.1,UTMB Pathology,NCBI_Global,May et al,-25.274398,133.775136
GQ851602,1960,AUS,Unknown,AUS,Global,Culex annulirostris,Mosquitoes-Culex,?,?,GQ851602.1,UTMB Pathology,NCBI_Global,May et al,-25.274398,133.775136
JN887352,2011,AUS,Unknown,AUS,Global,Equus caballus,Mammals-Horse,?,?,JN887352.1,Elizabeth Macarthur Agricultural Institute Virology,NCBI_Global,Frost et al,-25.274398,133.775136
JX123031,2011-03-15,AUS,Unknown,AUS,Global,Equus caballus,Mammals-Horse,?,?,JX123031.1,Department of Primary Industries Victoria Biosciences Research Division,NCBI_Global,Mann et al,-25.274398,133.775136
JX123030,2011-03-07,AUS,Unknown,AUS,Global,Equus caballus,Mammals-Horse,?,?,JX123030.1,Department of Primary Industries Victoria Biosciences Research Division,NCBI_Global,Mann et al,-25.274398,133.775136
MN954648,2016,AUS,Unknown,AUS,Global,Crocodylus porosus,Reptiles-Crocodile,?,?,MN954648.1,The University of Queensland School of Chemistry and Molecular Biosciences,NCBI_Global,Habarugira et al,-25.274398,133.775136
KJ831223,2013-08,AUT,Unknown,Lake Neusiedl,Global,Uranotaenia unguiculata,Mosquitoes-Uranotaenia,?,?,KJ831223.1,University of Veterinary Medicine Vienna Institute of Virology,NCBI_Global,Pachler et al,47.516231,14.550072
KF179640,2008,AUT,Unknown,AUT,Global,Accipiter gentilis,Birds-Hawks and Eagles,?,?,KF179640.1,University of Padua Department of Molecular Medicine,NCBI_Global,Barzon et al,47.516231,14.550072
KM659876,2014,AUT,Unknown,AUT,Global,Homo sapiens,Mammals-Human,?,?,KM659876.1,Bernhard Nocht Institute for Tropical Medicine Arbovirology,NCBI_Global,Jungbauer et al,47.516231,14.550072
KP109692,2014,AUT,Unknown,AUT,Global,Culex pipiens,Mosquitoes-Culex,?,?,KP109692.1,University of Veterinary Medicine Vienna Viral Zoonoses Emerging and Vector-Borne Infections Group Institute of Virology,NCBI_Global,Kolodziejek et al,47.516231,14.550072
KP109691,2014,AUT,Unknown,AUT,Global,Homo sapiens,Mammals-Human,?,?,KP109691.1,University of Veterinary Medicine Vienna Viral Zoonoses Emerging and Vector-Borne Infections Group Institute of Virology,NCBI_Global,Kolodziejek et al,47.516231,14.550072
KP780840,2014-08-21,AUT,Unknown,AUT,Global,Nestor notabilis,Birds-Perching Birds,?,?,KP780840.1,Institute of Virology University of Veterinary Medicine Viral Zoonoses Emerging and Vector-Borne Infections Group,NCBI_Global,Bakonyi et al,47.516231,14.550072
KP780839,2011-03-14,AUT,Unknown,AUT,Global,Nestor notabilis,Birds-Perching Birds,?,?,KP780839.1,Institute of Virology University of Veterinary Medicine Viral Zoonoses Emerging and Vector-Borne Infections Group,NCBI_Global,Bakonyi et al,47.516231,14.550072
KP780838,2009-09-16,AUT,Unknown,AUT,Global,Nestor notabilis,Birds-Perching Birds,?,?,KP780838.1,Institute of Virology University of Veterinary Medicine Viral Zoonoses Emerging and Vector-Borne Infections Group,NCBI_Global,Bakonyi et al,47.516231,14.550072
KP780837,2008-08-29,AUT,Unknown,AUT,Global,Nestor notabilis,Birds-Perching Birds,?,?,KP780837.1,Institute of Virology University of Veterinary Medicine Viral Zoonoses Emerging and Vector-Borne Infections Group,NCBI_Global,Bakonyi et al,47.516231,14.550072
MF984340,2015,AUT,Unknown,AUT,Global,Homo sapiens,Mammals-Human,?,?,MF984340.1,University of Veterinary Medicine Vienna Pathobiology Institute of Virology,NCBI_Global,Kolodziejek et al,47.516231,14.550072
MF984339,2015,AUT,Unknown,AUT,Global,Homo sapiens,Mammals-Human,?,?,MF984339.1,University of Veterinary Medicine Vienna Pathobiology Institute of Virology,NCBI_Global,Kolodziejek et al,47.516231,14.550072
MF984338,2015,AUT,Unknown,AUT,Global,Homo sapiens,Mammals-Human,?,?,MF984338.1,University of Veterinary Medicine Vienna Pathobiology Institute of Virology,NCBI_Global,Kolodziejek et al,47.516231,14.550072
MF984337,2015,AUT,Unknown,AUT,Global,Homo sapiens,Mammals-Human,?,?,MF984337.1,University of Veterinary Medicine Vienna Pathobiology Institute of Virology,NCBI_Global,Kolodziejek et al,47.516231,14.550072
MF984346,2016,AUT,Unknown,AUT,Global,Homo sapiens,Mammals-Human,?,?,MF984346.1,University of Veterinary Medicine Vienna Pathobiology Institute of Virology,NCBI_Global,Kolodziejek et al,47.516231,14.550072
MF984345,2015,AUT,Unknown,AUT,Global,Falco,Birds-Hawks and Eagles,?,?,MF984345.1,University of Veterinary Medicine Vienna Pathobiology Institute of Virology,NCBI_Global,Kolodziejek et al,47.516231,14.550072
MF984344,2015,AUT,Unknown,AUT,Global,Accipiter gentilis,Birds-Hawks and Eagles,?,?,MF984344.1,University of Veterinary Medicine Vienna Pathobiology Institute of Virology,NCBI_Global,Kolodziejek et al,47.516231,14.550072
MF984343,2015,AUT,Unknown,AUT,Global,Homo sapiens,Mammals-Human,?,?,MF984343.1,University of Veterinary Medicine Vienna Pathobiology Institute of Virology,NCBI_Global,Kolodziejek et al,47.516231,14.550072
MF984342,2015,AUT,Unknown,AUT,Global,Homo sapiens,Mammals-Human,?,?,MF984342.1,University of Veterinary Medicine Vienna Pathobiology Institute of Virology,NCBI_Global,Kolodziejek et al,47.516231,14.550072
MF984341,2015,AUT,Unknown,AUT,Global,Homo sapiens,Mammals-Human,?,?,MF984341.1,University of Veterinary Medicine Vienna Pathobiology Institute of Virology,NCBI_Global,Kolodziejek et al,47.516231,14.550072
MF984352,2016,AUT,Unknown,AUT,Global,Culex pipiens,Mosquitoes-Culex,?,?,MF984352.1,University of Veterinary Medicine Vienna Pathobiology Institute of Virology,NCBI_Global,Kolodziejek et al,47.516231,14.550072
MF984351,2016,AUT,Unknown,AUT,Global,Culex pipiens,Mosquitoes-Culex,?,?,MF984351.1,University of Veterinary Medicine Vienna Pathobiology Institute of Virology,NCBI_Global,Kolodziejek et al,47.516231,14.550072
MF984350,2016,AUT,Unknown,AUT,Global,Equus caballus,Mammals-Horse,?,?,MF984350.1,University of Veterinary Medicine Vienna Pathobiology Institute of Virology,NCBI_Global,Kolodziejek et al,47.516231,14.550072
MF984349,2016,AUT,Unknown,AUT,Global,Equus caballus,Mammals-Horse,?,?,MF984349.1,University of Veterinary Medicine Vienna Pathobiology Institute of Virology,NCBI_Global,Kolodziejek et al,47.516231,14.550072
MF984348,2016,AUT,Unknown,AUT,Global,Homo sapiens,Mammals-Human,?,?,MF984348.1,University of Veterinary Medicine Vienna Pathobiology Institute of Virology,NCBI_Global,Kolodziejek et al,47.516231,14.550072
MF984347,2016,AUT,Unknown,AUT,Global,Homo sapiens,Mammals-Human,?,?,MF984347.1,University of Veterinary Medicine Vienna Pathobiology Institute of Virology,NCBI_Global,Kolodziejek et al,47.516231,14.550072
JX041628,1970,AZE,Unknown,AZE,Global,Alectorobius capensis,Ticks,?,?,JX041628.1,The D.I. Ivanovsky Institute of Virology of The Ministry of Health and Social Development of The Russian Federation Molecular Genetics,NCBI_Global,Prilipov et al,40.143105,47.576927
JX041630,1967,AZE,Unknown,AZE,Global,Aves,Birds,?,?,JX041630.1,The D.I. Ivanovsky Institute of Virology of The Ministry of Health and Social Development of The Russian Federation Molecular Genetics,NCBI_Global,Prilipov et al,40.143105,47.576927
JX041629,1967,AZE,Unknown,AZE,Global,Aves,Birds,?,?,JX041629.1,The D.I. Ivanovsky Institute of Virology of The Ministry of Health and Social Development of The Russian Federation Molecular Genetics,NCBI_Global,Prilipov et al,40.143105,47.576927
KR107956,2014,BEL,Unknown,BEL,Global,Unknown,Unknown,?,?,KR107956.1,Veterinary and Agrochemical Research Center Operational Directorate Viral Diseases,NCBI_Global,Dridi et al,50.503887,4.469936
MH021189,2017-10,BEL,Unknown,BEL,Global,Homo sapiens,Mammals-Human,?,?,MH021189.1,Rega institute KULeuven Clinical and Epidemiological Virology,NCBI_Global,Wollants et al,50.503887,4.469936
